code,name_th,date,cpi_index
52000,ยานพาหนะและน้ำมันเชื้อเพลิง,2024-04-01,101.86
52100,ค่าซื้อยานพาหนะ,2024-04-01,100.0
52110,ยานพาหนะ,2024-04-01,100.0
52120,อุปกรณ์ยานพาหนะ,2024-04-01,100.01
52200,น้ำมันเชื้อเพลิง,2024-04-01,103.14
52300,ค่าบริการบำรุงรักษายานยนต์,2024-04-01,99.98
53000,ค่าภาษีและประกันภัยรถยนต์,2024-04-01,100.0
53100,ค่าภาษี,2024-04-01,100.0
53200,ค่าประกันภัยรถ,2024-04-01,100.0
53300,ค่าใช้จ่ายที่เกี่ยวกับรถ,2024-04-01,100.0
54000,การสื่อสาร,2024-04-01,100.07
54100,ค่าบริการการสื่อสาร,2024-04-01,100.07
54200,เครื่องรับอุปกรณ์สื่อสาร,2024-04-01,99.88
60000,หมวดการบันเทิงการอ่าน การศึกษา และการศาสนา,2024-04-01,100.21
61000,การบันเทิงและการอ่าน,2024-04-01,100.12
61100,ค่าธรรมเนียมและค่าสมาชิก,2024-04-01,99.83
61200,ค่าอุปกรณ์กีฬาและเครื่องเล่น,2024-04-01,99.77
61220,ของเล่น,2024-04-01,100.1
61240,ค่าการบันเทิง,2024-04-01,100.0
61250,ค่าใช้จ่ายเกี่ยวกับสัตว์เลี้ยง,2024-04-01,99.69
61260,ค่าใช้จ่ายเกี่ยวกับการทำสวนประดับบ้าน,2024-04-01,100.0
61300,ค่าอุปกรณ์การบันเทิง,2024-04-01,97.8
61400,ค่าใช้จ่ายเกี่ยวกับการอ่าน,2024-04-01,100.0
61500,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,2024-04-01,100.24
62000,การศึกษา,2024-04-01,100.47
62100,ค่าเล่าเรียนและค่าธรรมเนียมการศึกษา,2024-04-01,100.38
62110,การศึกษาระดับประถมศึกษา,2024-04-01,100.33
62120,การศึกษาระดับมัธยมศึกษาสายสามัญ,2024-04-01,100.76
62130,การศึกษาระดับมัธยมศึกษา ด้านเทคนิคและอาชีวะ,2024-04-01,100.34
62140,การศึกษาระดับอุดมศึกษา,2024-04-01,100.3
62150,ค่าเรียนพิเศษ,2024-04-01,100.0
62200,หนังสือและอุปกรณ์การศึกษา,2024-04-01,100.0
62210,หนังสือ,2024-04-01,100.0
62211,หนังสือแบบเรียนเอกชน,2024-04-01,100.0
62220,อุปกรณ์เกี่ยวกับการศึกษา,2024-04-01,100.0
62300,ค่าใช้จ่ายอื่น ๆ เกี่ยวกับการศึกษา,2024-04-01,105.1
63000,การศาสนา,2024-04-01,100.07
63100,ค่าอาหาร ของถวายพระ ไหว้เจ้าและอื่น ๆ,2024-04-01,100.07
63110,เครื่องถวายพระ,2024-04-01,100.07
70000,หมวดยาสูบและเครื่องดื่มมีแอลกอฮอล์,2024-04-01,101.22
71000,ผลิตภัณฑ์ยาสูบ,2024-04-01,101.34
72000,เครื่องดื่มมีแอลกอฮอลล์,2024-04-01,101.14
72100,ผลิตภัณฑ์เบียร์,2024-04-01,99.93
72200,ผลิตภัณฑ์ไวน์,2024-04-01,100.23
72300,ผลิตภัณฑ์สุรา,2024-04-01,104.42
80000,หมวดอื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,2024-04-01,100.52
81000,ไม่รวมอาหาร เครื่องดื่ม และพลังงาน,2024-04-01,100.12
82000,อาหารและเครื่องดื่ม (ไม่รวมอาหารสด),2024-04-01,100.69
90000,กลุ่มอาหารสดและพลังงาน,2024-04-01,100.46
91000,อาหารสด,2024-04-01,99.58
92000,พลังงาน,2024-04-01,101.77
93000,ดัชนีราคาผู้บริโภคพื้นฐาน,2024-04-01,100.3
00000,รวมทุกรายการ,2023-04-01,100.17
10000,หมวดอาหารและเครื่องดื่มไม่มีแอลกอฮอล์,2023-04-01,99.85
11000,อาหารปรุงที่บ้าน,2023-04-01,99.81
11100,ข้าว  แป้งและผลิตภัณฑ์จากแป้ง,2023-04-01,98.92
11110,ข้าว,2023-04-01,98.77
11120,แป้งและผลิตภัณฑ์จากแป้ง,2023-04-01,99.36
11121,แป้ง,2023-04-01,100.21
11122,ผลิตภัณฑ์จากแป้ง,2023-04-01,99.34
11200,เนื้อสัตว์ เป็ดไก่ และสัตว์น้ำ,2023-04-01,101.69
11210,เนื้อสัตว์,2023-04-01,104.11
11211,เนื้อสัตว์สด,2023-04-01,104.72
11212,เนื้อสัตว์แปรรูป,2023-04-01,99.85
11220,เป็ด ไก่,2023-04-01,98.93
11221,เป็ด ไก่  สด,2023-04-01,99.24
11230,ปลาและสัตว์น้ำ,2023-04-01,100.39
11231,ปลาน้ำจืดสด,2023-04-01,99.49
11232,ปลาน้ำทะเลสด,2023-04-01,103.97
11233,สัตว์น้ำ,2023-04-01,100.73
11234,ปลาแปรรูป,2023-04-01,99.49
11235,สัตว์น้ำแปรรูป,2023-04-01,99.5
11300,ไข่และผลิตภัณฑ์นม,2023-04-01,97.34
11310,ไข่,2023-04-01,94.91
11320,นมและผลิตภัณฑ์นม,2023-04-01,99.38
11400,ผักและผลไม้,2023-04-01,98.17
11410,ผักสดแปรรูปและอื่นๆ,2023-04-01,96.72
11411,ผักสด,2023-04-01,97.34
11412,ผักแปรรูปและอื่นๆ,2023-04-01,93.89
11420,ผลไม้สดแปรรูปและอื่นๆ,2023-04-01,100.19
11421,ผลไม้สด,2023-04-01,100.2
11422,ผลไม้แปรรูปและอื่น ๆ,2023-04-01,99.17
11500,เครื่องประกอบอาหาร,2023-04-01,100.24
11520,เครื่องปรุงอาหาร,2023-04-01,100.25
11521,น้ำมันและไขมัน,2023-04-01,100.8
11522,เครื่องปรุงรส,2023-04-01,99.89
11600,เครื่องดื่มไม่มีแอลกอฮอล์,2023-04-01,99.86
11700,ผลิตภัณฑ์น้ำตาล,2023-04-01,99.65
11710,น้ำตาลและขนมหวาน,2023-04-01,99.65
12000,อาหารสำเร็จรูป,2023-04-01,99.92
12300,อาหารพร้อมทาน,2023-04-01,99.83
12400,อาหารจากร้านยอดนิยม,2023-04-01,99.77
12500,อาหารฟาสต์ฟู้ด/delivery,2023-04-01,97.78
20000,หมวดเครื่องนุ่งห่มและรองเท้า,2023-04-01,99.93
21000,ผ้าและเสื้อผ้า,2023-04-01,99.93
21100,บุรุษ,2023-04-01,99.75
21120,เครื่องแบบชาย,2023-04-01,99.0
21130,เสื้อบุรุษ,2023-04-01,99.95
21140,กางเกงบุรุษ,2023-04-01,99.8
21150,เสื้อผ้าบุรุษอื่นๆ,2023-04-01,99.66
21160,เครื่องประดับบุรุษ,2023-04-01,100.11
21200,สตรี,2023-04-01,100.19
21220,เครื่องแบบหญิง,2023-04-01,98.76
21230,เสื้อสตรี,2023-04-01,100.42
21240,กางเกงสตรีและกระโปรงสตรี,2023-04-01,100.15
21250,เสื้อผ้าสตรีอื่นๆ,2023-04-01,99.95
21300,เด็ก,2023-04-01,99.66
21310,เครื่องแบบเด็ก,2023-04-01,98.57
21320,เสื้อเด็ก,2023-04-01,100.32
21330,กางเกงเด็ก,2023-04-01,100.13
21340,เสื้อผ้าเด็กอื่นๆ,2023-04-01,99.97
21400,ค่าจ้างตัดเย็บและอุปกรณ์,2023-04-01,99.82
21410,ค่าจ้าง,2023-04-01,99.82
22000,ผลิตภัณฑ์รองเท้า,2023-04-01,99.89
22100,รองเท้าบุรุษ,2023-04-01,99.86
22110,รองเท้าหุ้มส้นบุรุษ,2023-04-01,99.66
22120,รองเท้ากีฬาและผ้าใบบุรุษ,2023-04-01,99.92
22130,รองเท้าแตะบุรุษ,2023-04-01,99.83
22200,รองเท้าสตรี,2023-04-01,100.05
22210,รองเท้าหุ้มส้นสตรี,2023-04-01,100.32
22220,รองเท้ากีฬาและผ้าใบสตรี,2023-04-01,99.96
22230,รองเท้าแตะสตรี,2023-04-01,99.99
22300,รองเท้าเด็ก,2023-04-01,99.63
22310,รองเท้าหุ้มส้นเด็ก,2023-04-01,100.12
22320,รองเท้ากีฬาและผ้าใบเด็ก,2023-04-01,99.27
22330,รองเท้าแตะเด็ก,2023-04-01,100.09
22400,ค่าซ่อมแซมและดูแลรักษา,2023-04-01,99.1
22410,ค่าซ่อมแซม,2023-04-01,99.1
30000,หมวดเคหสถาน,2023-04-01,100.69
31000,ค่าที่พักอาศัย,2023-04-01,99.94
31100,ค่าเช่า,2023-04-01,99.94
31200,การประกันอัคคีภัย,2023-04-01,100.0
31300,วัสดุก่อสร้าง,2023-04-01,99.98
31400,เครื่องสุขภัณฑ์,2023-04-01,100.19
31500,ค่าแรง,2023-04-01,99.96
31600,อุปกรณ์ซ่อมแซมบ้าน,2023-04-01,100.49
32000,ไฟฟ้า  เชื้อเพลิง  น้ำประปาและแสงสว่าง,2023-04-01,102.68
32100,ไฟฟ้า,2023-04-01,103.67
32200,เชื้อเพลิงในบ้าน,2023-04-01,100.3
32300,น้ำประปา,2023-04-01,100.06
32400,แสงสว่าง,2023-04-01,100.42
33000,สิ่งทอสำหรับใช้ในบ้าน,2023-04-01,99.84
34000,เครื่องใช้เบ็ดเตล็ดในบ้าน,2023-04-01,99.73
35000,เครื่องแต่งบ้านและบริภัณฑ์อื่นๆ,2023-04-01,100.06
35100,เครื่องแต่งบ้าน,2023-04-01,99.63
35200,บริภัณฑ์อื่น ๆ,2023-04-01,100.19
36000,สิ่งที่เกี่ยวกับทำความสะอาด,2023-04-01,100.68
37000,คนรับใช้ / คนงาน,2023-04-01,99.84
40000,หมวดการตรวจรักษาและบริการส่วนบุคคล,2023-04-01,99.72
41000,ค่าตรวจรักษาและค่ายา,2023-04-01,99.87
41100,ค่ายาและเวชภัณฑ์,2023-04-01,99.85
41110,ค่ายา,2023-04-01,99.83
41120,เวชภัณฑ์,2023-04-01,100.14
41200,ค่ารักษาพยาบาล,2023-04-01,99.89
41210,คนไข้นอก,2023-04-01,99.87
41211,ค่าตรวจโรครักษา ค่าบริการ และค่ายาของคนไข้นอก,2023-04-01,99.84
41212,ค่าทำฟัน,2023-04-01,99.99
41213,ค่าตรวจสายตา,2023-04-01,100.0
41214,ค่าบริการด้านรังสี,2023-04-01,99.86
41215,ค่าบริการอื่น ๆ,2023-04-01,99.86
41216,ค่าตรวจวินิจฉัยทางห้องปฏิบัติการ,2023-04-01,99.87
41220,คนไข้ใน,2023-04-01,99.96
41221,ค่าห้องพักคนไข้,2023-04-01,99.96
41222,ค่าตรวจรักษา ค่าบริการ และค่ายาของคนไข้ใน,2023-04-01,100.02
41224,ค่าบริการอื่น ๆ,2023-04-01,99.81
42000,ค่าใช้จ่ายส่วนบุคคล,2023-04-01,99.66
42100,ค่าของใช้ส่วนบุคคล,2023-04-01,99.65
42200,ค่าบริการส่วนบุคคล,2023-04-01,99.72
42210,ค่าบริการส่วนบุคคลเพื่อความสวยงาม,2023-04-01,99.73
42220,ค่าบริการส่วนบุคคลเพื่อความผ่อนคลาย,2023-04-01,99.59
43000,ค่าบัตรประกันสุขภาพและประกันชีวิต,2023-04-01,100.0
50000,หมวดพาหนะ การขนส่ง และการสื่อสาร,2023-04-01,100.47
51000,ค่าโดยสารสาธารณะ,2023-04-01,100.2
51100,ค่าโดยสารในท้องถิ่น,2023-04-01,100.05
51200,ค่าโดยสารนอกท้องถิ่น,2023-04-01,103.08
52000,ยานพาหนะและน้ำมันเชื้อเพลิง,2023-04-01,100.66
52100,ค่าซื้อยานพาหนะ,2023-04-01,100.0
52110,ยานพาหนะ,2023-04-01,100.0
52120,อุปกรณ์ยานพาหนะ,2023-04-01,100.01
52200,น้ำมันเชื้อเพลิง,2023-04-01,101.16
52300,ค่าบริการบำรุงรักษายานยนต์,2023-04-01,99.33
53000,ค่าภาษีและประกันภัยรถยนต์,2023-04-01,100.0
53100,ค่าภาษี,2023-04-01,100.0
53200,ค่าประกันภัยรถ,2023-04-01,100.0
53300,ค่าใช้จ่ายที่เกี่ยวกับรถ,2023-04-01,100.0
54000,การสื่อสาร,2023-04-01,99.97
54100,ค่าบริการการสื่อสาร,2023-04-01,99.97
54200,เครื่องรับอุปกรณ์สื่อสาร,2023-04-01,99.99
60000,หมวดการบันเทิงการอ่าน การศึกษา และการศาสนา,2023-04-01,99.79
61000,การบันเทิงและการอ่าน,2023-04-01,100.09
61100,ค่าธรรมเนียมและค่าสมาชิก,2023-04-01,100.07
61200,ค่าอุปกรณ์กีฬาและเครื่องเล่น,2023-04-01,99.53
61220,ของเล่น,2023-04-01,99.93
61240,ค่าการบันเทิง,2023-04-01,100.0
61250,ค่าใช้จ่ายเกี่ยวกับสัตว์เลี้ยง,2023-04-01,99.41
61260,ค่าใช้จ่ายเกี่ยวกับการทำสวนประดับบ้าน,2023-04-01,100.0
61300,ค่าอุปกรณ์การบันเทิง,2023-04-01,100.8
61400,ค่าใช้จ่ายเกี่ยวกับการอ่าน,2023-04-01,100.0
61500,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,2023-04-01,100.16
62000,การศึกษา,2023-04-01,99.42
62100,ค่าเล่าเรียนและค่าธรรมเนียมการศึกษา,2023-04-01,99.33
62110,การศึกษาระดับประถมศึกษา,2023-04-01,99.4
62120,การศึกษาระดับมัธยมศึกษาสายสามัญ,2023-04-01,98.65
62130,การศึกษาระดับมัธยมศึกษา ด้านเทคนิคและอาชีวะ,2023-04-01,99.38
62140,การศึกษาระดับอุดมศึกษา,2023-04-01,99.54
62150,ค่าเรียนพิเศษ,2023-04-01,100.0
62200,หนังสือและอุปกรณ์การศึกษา,2023-04-01,100.0
62210,หนังสือ,2023-04-01,100.0
62211,หนังสือแบบเรียนเอกชน,2023-04-01,100.0
62220,อุปกรณ์เกี่ยวกับการศึกษา,2023-04-01,100.0
62300,ค่าใช้จ่ายอื่น ๆ เกี่ยวกับการศึกษา,2023-04-01,98.69
63000,การศาสนา,2023-04-01,99.7
63100,ค่าอาหาร ของถวายพระ ไหว้เจ้าและอื่น ๆ,2023-04-01,99.7
63110,เครื่องถวายพระ,2023-04-01,99.7
70000,หมวดยาสูบและเครื่องดื่มมีแอลกอฮอล์,2023-04-01,99.82
71000,ผลิตภัณฑ์ยาสูบ,2023-04-01,99.5
72000,เครื่องดื่มมีแอลกอฮอลล์,2023-04-01,100.03
72100,ผลิตภัณฑ์เบียร์,2023-04-01,100.19
72200,ผลิตภัณฑ์ไวน์,2023-04-01,100.16
72300,ผลิตภัณฑ์สุรา,2023-04-01,99.58
80000,หมวดอื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,2023-04-01,100.4
81000,ไม่รวมอาหาร เครื่องดื่ม และพลังงาน,2023-04-01,99.93
82000,อาหารและเครื่องดื่ม (ไม่รวมอาหารสด),2023-04-01,99.93
90000,กลุ่มอาหารสดและพลังงาน,2023-04-01,100.61
91000,อาหารสด,2023-04-01,99.78
92000,พลังงาน,2023-04-01,101.86
93000,ดัชนีราคาผู้บริโภคพื้นฐาน,2023-04-01,99.93
00000,รวมทุกรายการ,2025-05-01,100.4
10000,หมวดอาหารและเครื่องดื่มไม่มีแอลกอฮอล์,2025-05-01,102.4
11000,อาหารปรุงที่บ้าน,2025-05-01,101.42
11100,ข้าว  แป้งและผลิตภัณฑ์จากแป้ง,2025-05-01,103.92
11110,ข้าว,2025-05-01,104.41
11120,แป้งและผลิตภัณฑ์จากแป้ง,2025-05-01,102.31
11121,แป้ง,2025-05-01,99.82
11122,ผลิตภัณฑ์จากแป้ง,2025-05-01,102.38
11200,เนื้อสัตว์ เป็ดไก่ และสัตว์น้ำ,2025-05-01,102.39
11210,เนื้อสัตว์,2025-05-01,102.18
11211,เนื้อสัตว์สด,2025-05-01,102.4
11212,เนื้อสัตว์แปรรูป,2025-05-01,100.31
11220,เป็ด ไก่,2025-05-01,100.53
11221,เป็ด ไก่  สด,2025-05-01,101.0
11222,เป็ด ไก่  สำเร็จรูปและแปรรูป,2025-05-01,
11230,ปลาและสัตว์น้ำ,2025-05-01,102.97
11231,ปลาน้ำจืดสด,2025-05-01,104.92
11232,ปลาน้ำทะเลสด,2025-05-01,98.82
11233,สัตว์น้ำ,2025-05-01,102.1
11234,ปลาแปรรูป,2025-05-01,103.05
11235,สัตว์น้ำแปรรูป,2025-05-01,105.52
11300,ไข่และผลิตภัณฑ์นม,2025-05-01,100.14
11310,ไข่,2025-05-01,98.33
11320,นมและผลิตภัณฑ์นม,2025-05-01,101.66
11400,ผักและผลไม้,2025-05-01,95.65
11410,ผักสดแปรรูปและอื่นๆ,2025-05-01,92.09
11411,ผักสด,2025-05-01,92.58
11412,ผักแปรรูปและอื่นๆ,2025-05-01,88.26
11420,ผลไม้สดแปรรูปและอื่นๆ,2025-05-01,100.59
11421,ผลไม้สด,2025-05-01,100.52
11422,ผลไม้แปรรูปและอื่น ๆ,2025-05-01,104.96
11500,เครื่องประกอบอาหาร,2025-05-01,105.07
11510,ผลิตภัณฑ์น้ำตาล,2025-05-01,
11511,น้ำตาลและขนมหวาน,2025-05-01,
11520,เครื่องปรุงอาหาร,2025-05-01,104.79
11521,น้ำมันและไขมัน,2025-05-01,111.28
11522,เครื่องปรุงรส,2025-05-01,100.93
11600,เครื่องดื่มไม่มีแอลกอฮอล์,2025-05-01,106.41
11700,ผลิตภัณฑ์น้ำตาล,2025-05-01,104.7
11710,น้ำตาลและขนมหวาน,2025-05-01,104.7
12000,อาหารสำเร็จรูป,2025-05-01,104.01
12100,อาหารบริโภค-ในบ้าน,2025-05-01,
12200,อาหารบริโภค-นอกบ้าน,2025-05-01,
12300,อาหารพร้อมทาน,2025-05-01,103.83
12400,อาหารจากร้านยอดนิยม,2025-05-01,102.57
12500,อาหารฟาสต์ฟู้ด/delivery,2025-05-01,106.52
20000,หมวดเครื่องนุ่งห่มและรองเท้า,2025-05-01,98.92
21000,ผ้าและเสื้อผ้า,2025-05-01,98.72
21100,บุรุษ,2025-05-01,97.57
21110,ผ้าบุรุษ,2025-05-01,
21120,เครื่องแบบชาย,2025-05-01,101.62
21130,เสื้อบุรุษ,2025-05-01,96.21
21140,กางเกงบุรุษ,2025-05-01,97.42
21150,เสื้อผ้าบุรุษอื่นๆ,2025-05-01,101.15
21160,เครื่องประดับบุรุษ,2025-05-01,98.32
21200,สตรี,2025-05-01,98.85
21210,ผ้าสตรี,2025-05-01,
21220,เครื่องแบบหญิง,2025-05-01,102.14
21230,เสื้อสตรี,2025-05-01,97.96
21240,กางเกงสตรีและกระโปรงสตรี,2025-05-01,99.63
21250,เสื้อผ้าสตรีอื่นๆ,2025-05-01,100.64
21260,เครื่องประดับสตรี,2025-05-01,
21300,เด็ก,2025-05-01,99.95
21310,เครื่องแบบเด็ก,2025-05-01,103.23
21320,เสื้อเด็ก,2025-05-01,97.39
21330,กางเกงเด็ก,2025-05-01,98.83
21340,เสื้อผ้าเด็กอื่นๆ,2025-05-01,99.57
21400,ค่าจ้างตัดเย็บและอุปกรณ์,2025-05-01,100.32
21410,ค่าจ้าง,2025-05-01,100.32
21420,อุปกรณ์,2025-05-01,
22000,ผลิตภัณฑ์รองเท้า,2025-05-01,99.83
22100,รองเท้าบุรุษ,2025-05-01,99.87
22110,รองเท้าหุ้มส้นบุรุษ,2025-05-01,98.47
22120,รองเท้ากีฬาและผ้าใบบุรุษ,2025-05-01,100.03
22130,รองเท้าแตะบุรุษ,2025-05-01,100.36
22200,รองเท้าสตรี,2025-05-01,99.46
22210,รองเท้าหุ้มส้นสตรี,2025-05-01,99.76
22220,รองเท้ากีฬาและผ้าใบสตรี,2025-05-01,100.03
22230,รองเท้าแตะสตรี,2025-05-01,98.82
22300,รองเท้าเด็ก,2025-05-01,100.52
22310,รองเท้าหุ้มส้นเด็ก,2025-05-01,99.86
22320,รองเท้ากีฬาและผ้าใบเด็ก,2025-05-01,101.23
22330,รองเท้าแตะเด็ก,2025-05-01,100.44
22400,ค่าซ่อมแซมและดูแลรักษา,2025-05-01,102.45
22410,ค่าซ่อมแซม,2025-05-01,102.45
22420,ค่าดูแลรักษา,2025-05-01,
30000,หมวดเคหสถาน,2025-05-01,99.51
31000,ค่าที่พักอาศัย,2025-05-01,100.36
31100,ค่าเช่า,2025-05-01,100.48
31200,การประกันอัคคีภัย,2025-05-01,100.0
31300,วัสดุก่อสร้าง,2025-05-01,100.3
31400,เครื่องสุขภัณฑ์,2025-05-01,98.13
31500,ค่าแรง,2025-05-01,98.66
31600,อุปกรณ์ซ่อมแซมบ้าน,2025-05-01,99.48
32000,ไฟฟ้า  เชื้อเพลิง  น้ำประปาและแสงสว่าง,2025-05-01,97.75
32100,ไฟฟ้า,2025-05-01,96.75
32200,เชื้อเพลิงในบ้าน,2025-05-01,100.89
32300,น้ำประปา,2025-05-01,100.06
32400,แสงสว่าง,2025-05-01,101.59
33000,สิ่งทอสำหรับใช้ในบ้าน,2025-05-01,97.94
34000,เครื่องใช้เบ็ดเตล็ดในบ้าน,2025-05-01,99.69
35000,เครื่องแต่งบ้านและบริภัณฑ์อื่นๆ,2025-05-01,98.32
35100,เครื่องแต่งบ้าน,2025-05-01,100.04
35200,บริภัณฑ์อื่น ๆ,2025-05-01,97.76
36000,สิ่งที่เกี่ยวกับทำความสะอาด,2025-05-01,97.69
37000,คนรับใช้ / คนงาน,2025-05-01,100.79
40000,หมวดการตรวจรักษาและบริการส่วนบุคคล,2025-05-01,99.52
41000,ค่าตรวจรักษาและค่ายา,2025-05-01,100.9
41100,ค่ายาและเวชภัณฑ์,2025-05-01,101.57
41110,ค่ายา,2025-05-01,102.0
41120,เวชภัณฑ์,2025-05-01,98.66
41200,ค่ารักษาพยาบาล,2025-05-01,100.43
41210,คนไข้นอก,2025-05-01,100.4
41211,ค่าตรวจโรครักษา ค่าบริการ และค่ายาของคนไข้นอก,2025-05-01,100.32
41212,ค่าทำฟัน,2025-05-01,100.52
41213,ค่าตรวจสายตา,2025-05-01,99.96
41214,ค่าบริการด้านรังสี,2025-05-01,100.55
41215,ค่าบริการอื่น ๆ,2025-05-01,100.48
41216,ค่าตรวจวินิจฉัยทางห้องปฏิบัติการ,2025-05-01,100.59
41220,คนไข้ใน,2025-05-01,100.51
41221,ค่าห้องพักคนไข้,2025-05-01,101.18
41222,ค่าตรวจรักษา ค่าบริการ และค่ายาของคนไข้ใน,2025-05-01,100.02
41224,ค่าบริการอื่น ๆ,2025-05-01,100.97
42000,ค่าใช้จ่ายส่วนบุคคล,2025-05-01,99.01
42100,ค่าของใช้ส่วนบุคคล,2025-05-01,97.82
42200,ค่าบริการส่วนบุคคล,2025-05-01,104.98
42210,ค่าบริการส่วนบุคคลเพื่อความสวยงาม,2025-05-01,104.89
42220,ค่าบริการส่วนบุคคลเพื่อความผ่อนคลาย,2025-05-01,108.45
43000,ค่าบัตรประกันสุขภาพและประกันชีวิต,2025-05-01,100.0
50000,หมวดพาหนะ การขนส่ง และการสื่อสาร,2025-05-01,98.0
51000,ค่าโดยสารสาธารณะ,2025-05-01,101.08
51100,ค่าโดยสารในท้องถิ่น,2025-05-01,101.41
51200,ค่าโดยสารนอกท้องถิ่น,2025-05-01,102.49
52000,ยานพาหนะและน้ำมันเชื้อเพลิง,2025-05-01,96.81
52100,ค่าซื้อยานพาหนะ,2025-05-01,100.01
52110,ยานพาหนะ,2025-05-01,100.01
52120,อุปกรณ์ยานพาหนะ,2025-05-01,100.0
52200,น้ำมันเชื้อเพลิง,2025-05-01,93.82
52300,ค่าบริการบำรุงรักษายานยนต์,2025-05-01,102.18
53000,ค่าภาษีและประกันภัยรถยนต์,2025-05-01,100.0
53100,ค่าภาษี,2025-05-01,100.0
53200,ค่าประกันภัยรถ,2025-05-01,100.0
53300,ค่าใช้จ่ายที่เกี่ยวกับรถ,2025-05-01,100.06
54000,การสื่อสาร,2025-05-01,100.39
54100,ค่าบริการการสื่อสาร,2025-05-01,100.51
54200,เครื่องรับอุปกรณ์สื่อสาร,2025-05-01,97.13
60000,หมวดการบันเทิงการอ่าน การศึกษา และการศาสนา,2025-05-01,101.03
61000,การบันเทิงและการอ่าน,2025-05-01,100.71
61100,ค่าธรรมเนียมและค่าสมาชิก,2025-05-01,100.81
61200,ค่าอุปกรณ์กีฬาและเครื่องเล่น,2025-05-01,100.56
61210,อุปกรณ์กีฬา,2025-05-01,
61220,ของเล่น,2025-05-01,100.31
61230,ค่าถ่ายรูปและค่าฟิล์ม,2025-05-01,
61240,ค่าการบันเทิง,2025-05-01,103.82
61250,ค่าใช้จ่ายเกี่ยวกับสัตว์เลี้ยง,2025-05-01,100.44
61260,ค่าใช้จ่ายเกี่ยวกับการทำสวนประดับบ้าน,2025-05-01,100.0
61300,ค่าอุปกรณ์การบันเทิง,2025-05-01,94.06
61400,ค่าใช้จ่ายเกี่ยวกับการอ่าน,2025-05-01,100.0
61500,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,2025-05-01,100.89
62000,การศึกษา,2025-05-01,102.28
62100,ค่าเล่าเรียนและค่าธรรมเนียมการศึกษา,2025-05-01,102.37
62110,การศึกษาระดับประถมศึกษา,2025-05-01,103.1
62120,การศึกษาระดับมัธยมศึกษาสายสามัญ,2025-05-01,104.55
62130,การศึกษาระดับมัธยมศึกษา ด้านเทคนิคและอาชีวะ,2025-05-01,101.7
62140,การศึกษาระดับอุดมศึกษา,2025-05-01,100.78
62150,ค่าเรียนพิเศษ,2025-05-01,100.0
62200,หนังสือและอุปกรณ์การศึกษา,2025-05-01,100.06
62210,หนังสือ,2025-05-01,100.0
62211,หนังสือแบบเรียนเอกชน,2025-05-01,100.0
62212,หนังสือแบบเรียนรัฐบาล,2025-05-01,
62220,อุปกรณ์เกี่ยวกับการศึกษา,2025-05-01,100.14
62300,ค่าใช้จ่ายอื่น ๆ เกี่ยวกับการศึกษา,2025-05-01,110.59
63000,การศาสนา,2025-05-01,100.05
63100,ค่าอาหาร ของถวายพระ ไหว้เจ้าและอื่น ๆ,2025-05-01,100.05
63110,เครื่องถวายพระ,2025-05-01,100.05
70000,หมวดยาสูบและเครื่องดื่มมีแอลกอฮอล์,2025-05-01,101.33
71000,ผลิตภัณฑ์ยาสูบ,2025-05-01,101.34
72000,เครื่องดื่มมีแอลกอฮอลล์,2025-05-01,101.33
72100,ผลิตภัณฑ์เบียร์,2025-05-01,100.21
72200,ผลิตภัณฑ์ไวน์,2025-05-01,98.77
72300,ผลิตภัณฑ์สุรา,2025-05-01,104.46
80000,หมวดอื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,2025-05-01,99.09
81000,ไม่รวมอาหาร เครื่องดื่ม และพลังงาน,2025-05-01,100.15
82000,อาหารและเครื่องดื่ม (ไม่รวมอาหารสด),2025-05-01,104.38
90000,กลุ่มอาหารสดและพลังงาน,2025-05-01,98.18
91000,อาหารสด,2025-05-01,100.46
92000,พลังงาน,2025-05-01,95.13
96000,"CPI ไม่รวมน้ำมัน 91 , 95 , ดีเซล และรายการของ คน.",2025-05-01,
93000,ดัชนีราคาผู้บริโภคพื้นฐาน,2025-05-01,101.47
00000,รวมทุกรายการ,2024-05-01,100.98
10000,หมวดอาหารและเครื่องดื่มไม่มีแอลกอฮอล์,2024-05-01,101.5
11000,อาหารปรุงที่บ้าน,2024-05-01,102.08
11100,ข้าว  แป้งและผลิตภัณฑ์จากแป้ง,2024-05-01,101.65
11110,ข้าว,2024-05-01,101.8
11120,แป้งและผลิตภัณฑ์จากแป้ง,2024-05-01,101.22
11121,แป้ง,2024-05-01,99.69
11122,ผลิตภัณฑ์จากแป้ง,2024-05-01,101.26
11200,เนื้อสัตว์ เป็ดไก่ และสัตว์น้ำ,2024-05-01,97.15
11210,เนื้อสัตว์,2024-05-01,93.37
11211,เนื้อสัตว์สด,2024-05-01,92.38
11212,เนื้อสัตว์แปรรูป,2024-05-01,100.24
11220,เป็ด ไก่,2024-05-01,100.37
11221,เป็ด ไก่  สด,2024-05-01,101.07
